Team,Number,Unit,Min,Off,Offensive Rating,Def,Defensive Rating,Net ,PlusMinus,W,L,WinPerc
GSW,19, Curry  Jack  Jefferson  Green  Landry,37.4,1.15,115,1.16,116,-1,4,7,4,63.6
GSW,20, Jack  Thompson  Green  Landry  Lee,34.8,1.03,103,1.18,118,-15,12,4,8,33.3
HOU,1, Lin  Harden  Parsons  Patterson  Asik,565.7,1.08,108,1.08,108,0,1,17,18,48.5
HOU,2, Lin  Harden  Parsons  Morris  Asik,332.2,1.03,103,0.98,98,5,32,17,17,50
HOU,3, Lin  Harden  Parsons  Motiejunas  Asik,222.2,1.14,114,1.05,105,9,41,9,7,56.2
HOU,4, Lin  Harden  Delfino  Parsons  Asik,205,1.12,112,1.07,107,5,23,14,13,51.8
HOU,5, Lin  Harden  Delfino  Parsons  Smith,81.5,1.23,123,1.11,111,12,25,11,8,57.8
HOU,6, Lin  Harden  Parsons  Smith  Asik,80.8,1.13,113,0.98,98,15,22,4,2,66.6
HOU,7, Lin  Harden  Garcia  Smith  Asik,68.7,1.13,113,1.2,120,-7,10,2,2,50
HOU,8, Lin  Harden  Delfino  Parsons  Patterson,54.1,1.21,121,1.01,101,20,22,9,4,69.2
HOU,9, Douglas  Delfino  Parsons  Morris  Smith,53.5,1.51,151,1.06,106,45,40,10,3,76.9
HOU,10, Lin  Harden  Delfino  Morris  Asik,47.3,1.1,110,1.02,102,8,7,6,9,40
HOU,11, Douglas  Harden  Delfino  Patterson  Smith,46.3,1.39,139,1.01,101,38,41,10,3,76.9
HOU,12, Lin  Harden  Delfino  Patterson  Asik,45.6,1.12,112,0.98,98,14,12,7,5,58.3
HOU,13, Douglas  Harden  Parsons  Morris  Asik,45.3,0.91,91,1.07,107,-16,10,4,7,36.3
HOU,14, Douglas  Harden  Delfino  Morris  Smith,45.2,1.17,117,1.16,116,1,3,7,6,53.8
HOU,15, Beverley  Harden  Delfino  Parsons  Asik,42.6,1.17,117,0.98,98,19,18,8,3,72.7
HOU,16, Lin  Delfino  Parsons  Patterson  Asik,40.3,1.27,127,1.1,110,17,16,7,2,77.7
HOU,17, Lin  Harden  Parsons  Patterson  Smith,35.2,1.04,104,1.14,114,-10,5,5,7,41.6
HOU,18, Douglas  Delfino  Parsons  Morris  Asik,34.6,1,100,0.97,97,3,2,4,7,36.3
HOU,19, Douglas  Harden  Delfino  Parsons  Asik,34,1.29,129,1.14,114,15,12,3,4,42.8
HOU,20, Douglas  Harden  Delfino  Morris  Asik,33.6,1.15,115,1.04,104,11,5,5,7,41.6
IND,1, Hill  Stephenson  George  West  Hibbert,1218.6,1.12,112,0.99,99,13,288,45,17,72.5
IND,2, Hill  Stephenson  George  T.Hansbrough  Hibbert,169.9,1.13,113,0.89,89,24,83,20,8,71.4
IND,3, Hill  Green  George  West  Hibbert,148.6,0.97,97,0.96,96,1,2,12,7,63.1
IND,4, Hill  Stephenson  George  West  Mahinmi,143.3,1.08,108,1,100,8,11,16,14,53.3
IND,5, Augustin  Stephenson  George  West  Hibbert,93.3,0.93,93,1.05,105,-12,17,6,9,40
IND,6, Hill  Young  George  West  Hibbert,92.4,0.96,96,1.03,103,-7,20,7,17,29.1
IND,7, Augustin  Johnson  George  T.Hansbrough  Mahinmi,83.5,1.04,104,0.98,98,6,14,14,8,63.6
IND,8, Augustin  Stephenson  Green  T.Hansbrough  Mahinmi,72.2,0.91,91,1.05,105,-14,20,6,8,42.8
IND,9, Augustin  Green  George  T.Hansbrough  Mahinmi,65.5,1.02,102,0.94,94,8,7,10,5,66.6
IND,10, Augustin  Young  Green  T.Hansbrough  Mahinmi,63.1,0.95,95,1.05,105,-10,12,5,9,35.7
IND,11, Hill  Johnson  George  T.Hansbrough  Hibbert,58.2,0.97,97,1.11,111,-14,10,7,10,41.1
IND,12, Augustin  Stephenson  George  West  Mahinmi,50.1,1.05,105,0.79,79,26,30,10,7,58.8
IND,13, Hill  Green  George  T.Hansbrough  Hibbert,48,0.98,98,1.09,109,-11,12,8,12,40
IND,14, Hill  Young  Green  T.Hansbrough  Mahinmi,43.4,0.89,89,0.91,91,-2,1,8,3,72.7
IND,15, Hill  Stephenson  Young  West  Hibbert,33.8,1.27,127,0.95,95,32,18,8,5,61.5
IND,16, Augustin  Green  George  T.Hansbrough  Hibbert,33.4,1.08,108,0.89,89,19,12,6,1,85.7
IND,17, Augustin  Johnson  George  T.Hansbrough  Hibbert,31.4,0.87,87,1.2,120,-33,23,4,11,26.6
IND,18, Augustin  Green  George  West  Mahinmi,30.8,0.93,93,1.03,103,-10,8,4,6,40
IND,19, Hill  Stephenson  George  West  T.Hansbrough,30,1.43,143,1.23,123,20,8,5,5,50
IND,20, Hill  Stephenson  Green  T.Hansbrough  Hibbert,29.8,1.12,112,1,100,12,7,5,6,45.4
LAC,1, Paul  Green  Butler  Griffin  Jordan,699.5,1.15,115,1.07,107,8,113,26,16,61.9
LAC,2, Bledsoe  Crawford  Barnes  Odom  Turiaf,283.3,1.03,103,0.93,93,10,48,22,10,68.7
LAC,3, Paul  Billups  Butler  Griffin  Jordan,281.2,1.2,120,1.06,106,14,70,10,10,50
LAC,4, Bledsoe  Crawford  Barnes  Odom  Hollins,229.4,1.1,110,1.03,103,7,15,16,16,50
LAC,5, Paul  Crawford  Butler  Griffin  Jordan,208.5,1.17,117,1.06,106,11,36,24,17,58.5
LAC,6, Paul  Crawford  Barnes  Odom  Griffin,172.3,1.16,116,1.06,106,10,38,19,14,57.5
LAC,7, Paul  Crawford  Barnes  Griffin  Jordan,148.4,1.22,122,0.96,96,26,81,24,16,60
LAC,8, Bledsoe  Green  Butler  Griffin  Jordan,140.1,1.13,113,1.07,107,6,15,5,4,55.5
LAC,9, Bledsoe  Crawford  Barnes  Odom  Griffin,112.3,1.07,107,0.94,94,13,44,18,11,62
LAC,10, Crawford  Hill  Barnes  Odom  Turiaf,68.3,1.01,101,1.03,103,-2,3,5,5,50
LAC,11, Paul  Green  Barnes  Griffin  Jordan,58.8,1.04,104,1.21,121,-17,24,2,5,28.5
LAC,12, Paul  Butler  Barnes  Griffin  Jordan,52.5,1.36,136,1.06,106,30,28,10,3,76.9
LAC,13, Bledsoe  Crawford  Barnes  Turiaf  Hollins,49.9,0.89,89,0.81,81,8,11,4,4,50
LAC,14, Paul  Crawford  Barnes  Griffin  Hollins,49.6,1.14,114,1.24,124,-10,7,6,8,42.8
LAC,15, Bledsoe  Crawford  Butler  Griffin  Jordan,44.8,1.06,106,1.25,125,-19,16,6,7,46.1
LAC,16, Paul  Crawford  Butler  Odom  Griffin,42.1,1.11,111,1.04,104,7,14,13,4,76.4
LAC,17, Bledsoe  Crawford  Hill  Barnes  Odom,42,0.89,89,0.91,91,-2,1,4,5,44.4
LAC,18, Bledsoe  Crawford  Barnes  Griffin  Jordan,36,1.06,106,1.16,116,-10,10,9,12,42.8
LAC,19, Paul  Crawford  Butler  Barnes  Griffin,32.4,0.87,87,1.13,113,-26,9,4,3,57.1
LAC,20, Bledsoe  Green  Butler  Odom  Jordan,32.1,0.92,92,0.9,90,2,3,1,1,50
LAL,1, Nash  Bryant  WorldPeace  Clark  Howard,338.8,1.08,108,1.04,104,4,39,15,13,53.5
LAL,2, Morris  Bryant  WorldPeace  Gasol  Howard,192.6,0.99,99,1.04,104,-5,12,8,5,61.5
LAL,3, Nash  Bryant  WorldPeace  Gasol  Howard,189.2,1.1,110,1.08,108,2,12,11,7,61.1
LAL,4, Blake  Bryant  WorldPeace  Gasol  Howard,123.7,1.1,110,0.94,94,16,41,5,2,71.4
LAL,5, Duhon  Bryant  WorldPeace  Jamison  Howard,120.5,1.1,110,1.07,107,3,8,4,7,36.3
LAL,6, Nash  Meeks  Bryant  WorldPeace  Howard,109.7,1.26,126,0.93,93,33,58,12,3,80
LAL,7, Nash  Bryant  WorldPeace  Jamison  Howard,99.5,1.27,127,1.09,109,18,37,13,6,68.4
LAL,8, Blake  Meeks  Bryant  Gasol  Howard,96.9,1.03,103,1.21,121,-18,32,1,6,14.2
LAL,9, Nash  Bryant  WorldPeace  Clark  Gasol,84.4,0.94,94,1.07,107,-13,22,2,5,28.5
LAL,10, Blake  Bryant  Clark  Gasol  Howard,62.7,1.18,118,1.1,110,8,11,3,3,50
LAL,11, Nash  Bryant  Clark  Jamison  Gasol,54.4,1.08,108,0.98,98,10,13,4,4,50
LAL,12, Blake  Meeks  WorldPeace  Clark  Jamison,54.4,1.19,119,0.96,96,23,19,6,5,54.5
LAL,13, Nash  Meeks  Bryant  Gasol  Howard,54.2,1.15,115,1.15,115,0,2,4,4,50
LAL,14, Nash  Bryant  WorldPeace  Clark  Jamison,51.8,1.02,102,1.38,138,-36,38,2,9,18.1
LAL,15, Blake  Meeks  WorldPeace  Jamison  Howard,51.1,0.91,91,0.93,93,-2,5,6,6,50
LAL,16, Blake  Meeks  Clark  Jamison  Howard,50.8,1.05,105,1.06,106,-1,1,5,4,55.5
LAL,17, Blake  Bryant  Clark  Jamison  Gasol,50.2,1.3,130,1.02,102,28,26,7,4,63.6
LAL,18, Duhon  Bryant  WorldPeace  Gasol  Howard,46.7,1.12,112,1.05,105,7,7,6,4,60
LAL,19, Nash  Meeks  Bryant  Jamison  Howard,44.9,0.99,99,1.03,103,-4,0,6,7,46.1
LAL,20, Blake  Meeks  WorldPeace  Gasol  Howard,44.3,0.98,98,1.09,109,-11,11,1,4,20
MEM,1, Conley  Allen  Gay  Randolph  Gasol,630.6,1.06,106,0.95,95,11,114,22,12,64.7
MEM,2, Conley  Allen  Prince  Randolph  Gasol,557.2,1.05,105,0.93,93,12,118,23,6,79.3
MEM,3, Conley  Pondexter  Gay  Randolph  Gasol,102.4,1.09,109,1.04,104,5,16,10,7,58.8
MEM,4, Conley  Bayless  Prince  Randolph  Gasol,88.6,1.21,121,1,100,21,42,13,7,65
MEM,5, Conley  Ellington  Gay  Randolph  Gasol,84.9,1.04,104,0.92,92,12,28,8,6,57.1
MEM,6, Conley  Allen  Prince  Davis  Gasol,76,1.11,111,0.86,86,25,35,7,3,70
MEM,7, Bayless  Allen  Gay  Randolph  Gasol,76,0.93,93,0.99,99,-6,9,4,7,36.3
MEM,8, Bayless  Ellington  Pondexter  Randolph  Speights,60,1.09,109,0.92,92,17,18,8,6,57.1
MEM,9, Bayless  Ellington  Pondexter  Speights  Gasol,55.7,1.09,109,1.03,103,6,3,5,8,38.4
MEM,10, Conley  Bayless  Allen  Randolph  Gasol,46.1,0.99,99,0.98,98,1,6,5,4,55.5
MEM,11, Conley  Bayless  Gay  Randolph  Gasol,45,1.17,117,1.28,128,-11,2,6,7,46.1
MEM,12, Conley  Allen  Gay  Speights  Gasol,43.1,0.99,99,0.83,83,16,8,4,3,57.1
MEM,13, Conley  Allen  Pondexter  Randolph  Gasol,39.9,1.12,112,1.33,133,-21,18,2,6,25
MEM,14, Bayless  Ellington  Pondexter  Arthur  Speights,39,0.99,99,0.99,99,0,7,5,6,45.4
MEM,15, Conley  Allen  Gay  Arthur  Randolph,29.3,1.24,124,1.14,114,10,1,2,4,33.3
MEM,16, Conley  Bayless  Pondexter  Randolph  Gasol,27.8,1.08,108,0.94,94,14,12,5,4,55.5
MEM,17, Conley  Bayless  Prince  Arthur  Randolph,27.4,1.21,121,1.2,120,1,9,4,2,66.6
MEM,18, Conley  Bayless  Prince  Arthur  Gasol,26.1,1,100,1.2,120,-20,12,3,6,33.3
MEM,19, Bayless  Pondexter  Daye  Arthur  Davis,26,1.15,115,0.83,83,32,16,3,2,60
MEM,20, Conley  Bayless  Pondexter  Prince  Gasol,25.8,1.27,127,0.86,86,41,20,4,2,66.6
MIA,1, Chalmers  Wade  James  Haslem  Bosh,687.3,1.12,112,1,100,12,158,27,18,60
MIA,2, Chalmers  Wade  Battier  James  Bosh,299.7,1.2,120,1.01,101,19,118,27,12,69.2
MIA,3, Wade  Allen  Battier  James  Bosh,134.6,1.18,118,0.98,98,20,53,19,8,70.3
MIA,4, Cole  Wade  Allen  Battier  Andersen,119.3,1.13,113,1.08,108,5,1,9,10,47.3
MIA,5, Cole  Allen  Battier  James  Andersen,117.8,1.23,123,1.04,104,19,31,13,13,50
MIA,6, Chalmers  Wade  Allen  James  Bosh,112.6,1.32,132,1.06,106,26,87,23,7,76.6
MIA,7, Cole  Allen  Battier  James  Anthony,101.3,1.04,104,1.08,108,-4,1,11,10,52.3
MIA,8, Chalmers  Wade  Battier  James  Haslem,93.4,1.3,130,0.94,94,36,55,11,5,68.7
MIA,9, Chalmers  Allen  Battier  James  Bosh,91,1.25,125,1.1,110,15,22,13,12,52
MIA,10, Cole  Allen  Miller  Battier  Bosh,80.8,0.96,96,1.17,117,-21,33,3,14,17.6
MIA,11, Cole  Wade  Allen  James  Bosh,70.9,1.09,109,1.17,117,-8,12,11,11,50
MIA,12, Chalmers  Wade  James  Lewis  Bosh,70,1.1,110,1.15,115,-5,7,5,5,50
MIA,13, Cole  Wade  Allen  Battier  Bosh,68.8,1.05,105,1.1,110,-5,7,10,13,43.4
MIA,14, Chalmers  Allen  Battier  James  Andersen,54,1,100,1.1,110,-10,2,8,11,42.1
MIA,15, Chalmers  Miller  James  Haslem  Bosh,52.8,1.03,103,1.18,118,-15,17,0,4,0
MIA,16, Chalmers  Wade  Miller  James  Bosh,52.1,1.14,114,0.96,96,18,21,7,4,63.6
MIA,17, Cole  Wade  Allen  Lewis  Haslem,52,1.13,113,0.89,89,24,21,6,2,75
MIA,18, Cole  Allen  Battier  James  Bosh,47.9,1.09,109,1.04,104,5,0,11,7,61.1
MIA,19, Chalmers  Miller  Battier  James  Bosh,44.7,1.26,126,1,100,26,23,5,1,83.3
MIA,20, Chalmers  Allen  James  Haslem  Bosh,42.4,1.33,133,1.09,109,24,16,5,7,41.6
MIL,1, Jennings  Ellis  MbahaMoute  Ilyasova  Sanders,388.6,1.05,105,1.01,101,4,27,15,14,51.7
MIL,2, Jennings  Ellis  Daniels  Ilyasova  Sanders,242.6,1.01,101,1.09,109,-8,34,8,13,38
MIL,3, Jennings  Ellis  Dunleavy  Ilyasova  Sanders,193.7,1.09,109,1.08,108,1,27,16,19,45.7
MIL,4, Jennings  Ellis  Daniels  MbahaMoute  Sanders,140.2,0.94,94,1,100,-6,22,3,11,21.4
MIL,5, Jennings  Ellis  Harris  Ilyasova  Dalembert,116.7,1.05,105,1.07,107,-2,8,4,6,40
MIL,6, Ellis  Udrih  Dunleavy  Henson  Udoh,84.2,1.12,112,1.07,107,5,10,10,9,52.6
MIL,7, Jennings  Ellis  MbahaMoute  Ilyasova  Dalembert,71.1,1.09,109,1.03,103,6,3,5,5,50
MIL,8, Jennings  Ellis  Dunleavy  Ilyasova  Udoh,69.7,1.21,121,1.04,104,17,29,14,12,53.8
MIL,9, Jennings  Ellis  Redick  Ilyasova  Sanders,67,1.17,117,1.34,134,-17,16,3,7,30
MIL,10, Jennings  Ellis  Dunleavy  Ilyasova  Dalembert,65,1.11,111,1.17,117,-6,2,9,8,52.9
MIL,11, Jennings  Ellis  Dunleavy  MbahaMoute  Sanders,58.3,1.04,104,0.97,97,7,4,6,8,42.8
MIL,12, Jennings  Ellis  Dunleavy  Sanders  Udoh,53.1,0.98,98,0.99,99,-1,0,8,7,53.3
MIL,13, Ellis  Redick  Dunleavy  Ilyasova  Sanders,50.5,1.19,119,0.73,73,46,48,8,3,72.7
MIL,14, Ellis  Udrih  Dunleavy  Sanders  Udoh,45.9,0.87,87,0.88,88,-1,2,6,5,54.5
MIL,15, Jennings  Ellis  Daniels  Sanders  Dalembert,45.7,0.87,87,1.22,122,-35,32,0,3,0
MIL,16, Jennings  Udrih  Dunleavy  Henson  Udoh,43.6,0.88,88,0.99,99,-11,6,3,7,30
MIL,17, Jennings  Ellis  Daniels  Sanders  Udoh,41.5,1.14,114,0.84,84,30,20,2,2,50
MIL,18, Jennings  Ellis  MbahaMoute  Ilyasova  Udoh,39.2,1.14,114,1.13,113,1,5,5,8,38.4
MIL,19, Jennings  Ellis  Dunleavy  Henson  Sanders,36.1,1.19,119,1.15,115,4,1,7,5,58.3
MIL,20, Jennings  Ellis  Daniels  Ilyasova  Udoh,31,0.85,85,1.03,103,-18,15,5,6,45.4
MIN,1, Rubio  Ridnour  Kirilenko  Williams  Pekovic,376.2,1.06,106,1.09,109,-3,35,9,14,39.1
MIN,2, Ridnour  Shved  Kirilenko  Love  Pekovic,174.1,1.07,107,1.06,106,1,12,9,3,75
MIN,3, Rubio  Ridnour  Kirilenko  Williams  Stiemsma,164.6,1,100,0.93,93,7,21,8,6,57.1
MIN,4, Ridnour  Shved  Cunningham  Kirilenko  Pekovic,153.9,1.01,101,1.03,103,-2,4,6,4,60
MIN,5, Barea  Shved  Budinger  Cunningham  Stiemsma,138.9,1,100,1.01,101,-1,0,8,8,50
MIN,6, Rubio  Ridnour  Gelabale  Williams  Stiemsma,128.7,1.02,102,1.12,112,-10,27,4,7,36.3
MIN,7, Ridnour  Lee  Kirilenko  Love  Pekovic,103.4,1.04,104,0.98,98,6,11,4,2,66.6
MIN,8, Rubio  Ridnour  Gelabale  Williams  Pekovic,101.7,0.94,94,1.04,104,-10,16,2,7,22.2
MIN,9, Barea  Shved  Gelabale  Cunningham  Stiemsma,89.1,1.03,103,0.92,92,11,16,10,5,66.6
MIN,10, Ridnour  Roy  Kirilenko  Williams  Pekovic,83.4,0.99,99,1.06,106,-7,12,1,4,20
MIN,11, Rubio  Ridnour  Cunningham  Kirilenko  Pekovic,75.5,1.03,103,0.85,85,18,25,8,7,53.3
MIN,12, Barea  Shved  Cunningham  Williams  Stiemsma,54.2,1.03,103,1.14,114,-11,16,4,6,40
MIN,13, Ridnour  Lee  Howard  Love  Pekovic,51.1,1.11,111,1.06,106,5,5,2,1,66.6
MIN,14, Barea  Rubio  Shved  Cunningham  Stiemsma,40.1,1.24,124,1.09,109,15,13,6,4,60
MIN,15, Rubio  Ridnour  Cunningham  Kirilenko  Williams,36.8,0.77,77,1.1,110,-33,27,2,5,28.5
MIN,16, Barea  Shved  Budinger  Cunningham  Pekovic,34.4,1.06,106,1.02,102,4,4,4,4,50
MIN,17, Barea  Rubio  Shved  Cunningham  Johnson,32.5,1.08,108,1.1,110,-2,2,3,3,50
MIN,18, Barea  Shved  Cunningham  Kirilenko  Love,30.8,0.97,97,0.96,96,1,2,3,6,33.3
MIN,19, Barea  Shved  Cunningham  Kirilenko  Pekovic,30.7,1.1,110,1.17,117,-7,1,6,7,46.1
MIN,20, Barea  Rubio  Cunningham  Williams  Stiemsma,30.7,1,100,1.03,103,-3,1,1,3,25
NOH,1, Vasquez  Gordon  Aminu  Davis  Lopez,503.8,1.07,107,1.08,108,-1,22,14,20,41.1
NOH,2, Vasquez  Mason  Aminu  Anderson  Lopez,183.8,1.16,116,1.19,119,-3,9,12,9,57.1
NOH,3, Vasquez  Rivers  Aminu  Anderson  Lopez,144.1,1.01,101,1.12,112,-11,28,9,14,39.1
NOH,4, Vasquez  Gordon  Aminu  Anderson  Lopez,133.9,1.05,105,1.13,113,-8,25,11,12,47.8
NOH,5, Vasquez  Rivers  Aminu  Davis  Lopez,127.6,1.07,107,1.1,110,-3,2,8,6,57.1
NOH,6, Vasquez  Gordon  Aminu  Anderson  Davis,105.3,1.14,114,1.08,108,6,16,11,9,55
NOH,7, Vasquez  Rivers  Thomas  Davis  Lopez,100.1,1.01,101,1,100,1,2,3,8,27.2
NOH,8, Vasquez  Mason  Aminu  Davis  Lopez,71.7,1.04,104,1.13,113,-9,14,4,8,33.3
NOH,9, Roberts  Rivers  Thomas  Anderson  Smith,69.1,1.09,109,1.1,110,-1,1,5,4,55.5
NOH,10, Roberts  Gordon  Aminu  Anderson  Lopez,54.7,1.02,102,1.05,105,-3,3,1,2,33.3
NOH,11, Roberts  Rivers  Mason  Anderson  Smith,51.3,1.05,105,1.05,105,0,1,5,5,50
NOH,12, Vasquez  Rivers  Aminu  Anderson  Smith,50.7,0.97,97,1.12,112,-15,12,6,8,42.8
NOH,13, Vasquez  Rivers  Aminu  Anderson  Davis,43.4,1.18,118,1.08,108,10,0,6,7,46.1
NOH,14, Roberts  Mason  Miller  Anderson  Smith,43.1,0.96,96,1.07,107,-11,8,2,5,28.5
NOH,15, Vasquez  Gordon  Aminu  Anderson  Smith,40.7,1.22,122,1.21,121,1,2,4,3,57.1
NOH,16, Vasquez  Mason  Henry  Anderson  Lopez,39.7,1.01,101,1.01,101,0,4,3,4,42.8
NOH,17, Roberts  Harris  Miller  Anderson  Amundson,35.7,1.09,109,0.73,73,36,26,4,1,80
NOH,18, Roberts  Rivers  Henry  Anderson  Smith,34.6,1.02,102,0.97,97,5,4,4,3,57.1
NOH,19, Roberts  Rivers  Thomas  Miller  Smith,33.1,1.19,119,1,100,19,6,2,3,40
NOH,20, Roberts  Rivers  Miller  Anderson  Smith,32.3,0.95,95,1,100,-5,3,3,5,37.5
NYK,1, Felton  Kidd  Smith  Anthony  Chandler,269.9,1.24,124,0.96,96,28,137,27,9,75
NYK,2, Felton  Kidd  Brewer  Anthony  Chandler,210.5,1.14,114,1.13,113,1,9,8,9,47
NYK,3, Felton  Kidd  Shumpert  Anthony  Chandler,127.9,0.95,95,1.03,103,-8,18,6,7,46.1
NYK,4, Felton  Smith  Anthony  Stoudemire  Chandler,103,1.16,116,1.13,113,3,4,8,3,72.7
NYK,5, Felton  Smith  Novak  Anthony  Chandler,101.7,1.09,109,1.21,121,-12,8,11,13,45.8
NYK,6, Felton  Shumpert  Smith  Anthony  Chandler,85,1.02,102,1.09,109,-7,10,9,9,50
NYK,7, Felton  Smith  Brewer  Anthony  Chandler,82.2,1.06,106,0.93,93,13,19,10,5,66.6
NYK,8, Felton  Prigioni  Shumpert  Anthony  Martin,80.6,1.23,123,1.1,110,13,20,5,3,62.5
NYK,9, Kidd  Smith  Anthony  Stoudemire  Chandler,56.5,1.21,121,0.99,99,22,25,8,2,80
NYK,10, Kidd  Smith  Novak  Anthony  Chandler,53.4,1.25,125,1.07,107,18,28,7,7,50
NYK,11, Felton  Kidd  Smith  Novak  Chandler,47.6,1.06,106,1.16,116,-10,1,6,6,50
NYK,12, Prigioni  Smith  Novak  Anthony  Stoudemire,47.5,0.92,92,1.3,130,-38,29,5,10,33.3
NYK,13, Prigioni  Smith  Novak  Anthony  Chandler,47,1.4,140,0.92,92,48,40,8,4,66.6
NYK,14, Felton  Kidd  Smith  Anthony  Martin,46.5,1.17,117,1.26,126,-9,4,4,4,50
NYK,15, Felton  Shumpert  White  Anthony  Chandler,45.3,1.1,110,1.23,123,-13,10,2,4,33.3
NYK,16, Felton  Shumpert  Smith  Anthony  Martin,44.8,1.2,120,1.12,112,8,10,5,4,55.5
NYK,17, Prigioni  Shumpert  White  Copeland  Novak,41.3,1.18,118,1.18,118,0,4,2,3,40
NYK,18, Felton  Prigioni  Shumpert  Anthony  Chandler,38.7,1.16,116,1.21,121,-5,2,2,2,50
NYK,19, Felton  Kidd  Smith  Copeland  Anthony,37.6,1.21,121,1.11,111,10,6,3,5,37.5
