Team,Number,Unit,Min,Off,Offensive Rating,Def,Defensive Rating,Net ,PlusMinus,W,L,WinPerc
NYK,20, Felton  Kidd  Smith  Copeland  Novak,34.9,1.3,130,1.22,122,8,4,3,1,75
OKC,1, Westbrook  Sefolosha  Durant  Ibaka  Perkins,1306.2,1.11,111,1,100,11,291,46,29,61.3
OKC,2, Westbrook  Martin  Durant  Ibaka  Perkins,357.5,1.11,111,1.05,105,6,49,33,28,54
OKC,3, Westbrook  Martin  Durant  Ibaka  Collison,188.5,1.16,116,1.14,114,2,20,26,24,52
OKC,4, Westbrook  Martin  Sefolosha  Durant  Ibaka,135.2,1.17,117,1.1,110,7,18,17,11,60.7
OKC,5, Jackson  Fisher  Martin  Durant  Collison,109.1,1.19,119,1.06,106,13,29,10,6,62.5
OKC,6, Westbrook  Martin  Sefolosha  Durant  Collison,90.5,1.31,131,1.11,111,20,40,19,11,63.3
OKC,7, Maynor  Martin  Durant  Collison  Thabeet,82.2,1.14,114,1.01,101,13,18,11,8,57.8
OKC,8, Westbrook  Martin  Durant  Collison  Perkins,68.5,1.33,133,1.11,111,22,35,16,9,64
OKC,9, Maynor  Martin  Sefolosha  Collison  Thabeet,66.7,1.06,106,1.04,104,2,0,10,8,55.5
OKC,10, Jackson  Martin  Durant  Collison  Thabeet,55,1,100,0.96,96,4,1,7,6,53.8
OKC,11, Westbrook  Sefolosha  Durant  Ibaka  Thabeet,54.6,1.16,116,0.91,91,25,22,4,2,66.6
OKC,12, Westbrook  Martin  Sefolosha  Durant  Perkins,52.3,1.18,118,1.03,103,15,19,10,7,58.8
OKC,13, Jackson  Martin  Sefolosha  Collison  Thabeet,48.9,1.07,107,0.74,74,33,31,8,6,57.1
OKC,14, Westbrook  Sefolosha  Durant  Collison  Perkins,46.3,0.95,95,1,100,-5,5,6,8,42.8
OKC,15, Westbrook  Sefolosha  Durant  Ibaka  Collison,45.6,1.21,121,0.99,99,22,17,8,10,44.4
OKC,16, Jackson  Martin  Durant  Ibaka  Collison,44.2,1.09,109,1.18,118,-9,11,6,8,42.8
OKC,17, Westbrook  Martin  Sefolosha  Ibaka  Collison,44,1.02,102,0.84,84,18,13,11,6,64.7
OKC,18, Jackson  Fisher  Martin  Collison  Thabeet,41.9,0.99,99,0.92,92,7,3,1,4,20
OKC,19, Westbrook  Jackson  Martin  Durant  Collison,35.9,1.42,142,1.12,112,30,12,8,4,66.6
OKC,20, Westbrook  Martin  Sefolosha  Collison  Thabeet,35.6,1.14,114,1.06,106,8,11,8,6,57.1
ORL,1, Nelson  Redick  Afflalo  Davis  Vucevic,230.1,1.15,115,1.07,107,8,37,13,10,56.5
ORL,2, Nelson  Afflalo  Harkless  Davis  Vucevic,177.6,0.84,84,0.96,96,-12,41,5,10,33.3
ORL,3, Nelson  Afflalo  Harkless  Harris  Vucevic,131.2,0.94,94,1.09,109,-15,38,2,5,28.5
ORL,4, Nelson  Afflalo  Harkless  Nicholson  Vucevic,128.2,1.02,102,1.16,116,-14,30,2,8,20
ORL,5, Redick  Moore  Afflalo  Davis  Vucevic,116.6,1.07,107,1.13,113,-6,14,5,8,38.4
ORL,6, Moore  Afflalo  Harkless  Nicholson  Vucevic,91.7,1.04,104,1.24,124,-20,36,2,7,22.2
ORL,7, Nelson  Redick  Afflalo  McRoberts  Vucevic,90.6,1.25,125,1.08,108,17,29,9,5,64.2
ORL,8, Udrih  Moore  Harkless  Harris  Vucevic,83.1,1.06,106,1.06,106,0,9,3,6,33.3
ORL,9, Nelson  Afflalo  Jones  Nicholson  Vucevic,71.6,1.16,116,1.17,117,-1,2,2,5,28.5
ORL,10, Nelson  Redick  Afflalo  Ayon  Vucevic,62.5,1.05,105,1.16,116,-11,1,4,6,40
ORL,11, Nelson  Afflalo  Jones  Davis  Vucevic,53.7,1.07,107,1.09,109,-2,0,3,3,50
ORL,12, Udrih  Jones  Harkless  Harris  Vucevic,46.1,0.88,88,1.06,106,-18,17,1,4,20
ORL,13, Nelson  Redick  Afflalo  Nicholson  Vucevic,44.6,0.99,99,1.13,113,-14,14,4,7,36.3
ORL,14, Udrih  Harkless  Harris  Nicholson  Vucevic,39.8,1.01,101,0.99,99,2,1,2,3,40
ORL,15, Udrih  Lamb  Harkless  Harris  Vucevic,37.6,1.05,105,1.12,112,-7,6,2,3,40
ORL,16, Nelson  Afflalo  Harkless  Ayon  Vucevic,36.9,1.23,123,1.13,113,10,3,2,3,40
ORL,17, Redick  Moore  Nicholson  McRoberts  Ayon,36.1,0.96,96,0.93,93,3,0,2,4,33.3
ORL,18, Redick  Moore  Afflalo  Nicholson  Ayon,35.1,1.03,103,1.19,119,-16,19,2,6,25
ORL,19, Nelson  Jones  Harkless  Harris  O'Quinn,32.7,1.19,119,1.33,133,-14,7,0,2,0
ORL,20, Nelson  Redick  Harkless  Davis  Vucevic,31.1,1.16,116,1.24,124,-8,3,1,1,50
PHI,1, Holiday  Richardson  Turner  T.Young  Allen,382.7,1.1,110,1.04,104,6,40,16,8,66.6
PHI,2, Holiday  Wilkins  Turner  T.Young  Hawes,362.9,1.04,104,1.05,105,-1,11,11,16,40.7
PHI,3, Holiday  N.Young  Turner  T.Young  Hawes,210,1,100,1.05,105,-5,18,9,16,36
PHI,4, Holiday  Turner  Wright  T.Young  Allen,164.2,0.95,95,1.03,103,-8,26,8,14,36.3
PHI,5, Holiday  Turner  Wright  T.Young  Hawes,131.6,1.05,105,1.04,104,1,11,18,16,52.9
PHI,6, Holiday  N.Young  Turner  Allen  Hawes,113.4,0.99,99,1.11,111,-12,23,8,8,50
PHI,7, Holiday  Richardson  Turner  T.Young  Hawes,97.1,1.02,102,1.09,109,-7,14,8,10,44.4
PHI,8, Holiday  Ivey  Turner  T.Young  Hawes,74.3,0.9,90,1.09,109,-19,24,6,5,54.5
PHI,9, Holiday  N.Young  Wright  T.Young  Hawes,69.1,1.06,106,1.04,104,2,8,11,10,52.3
PHI,10, Holiday  N.Young  Turner  T.Young  Allen,66.8,1.02,102,1.02,102,0,0,10,9,52.6
PHI,11, Holiday  Richardson  Turner  T.Young  Brown,66.5,0.95,95,1.07,107,-12,20,2,8,20
PHI,12, Holiday  Wilkins  Wright  T.Young  Hawes,45,1.24,124,0.9,90,34,29,9,2,81.8
PHI,13, N.Young  Richardson  Turner  T.Young  Brown,43.6,0.89,89,1.07,107,-18,16,1,2,33.3
PHI,14, Holiday  N.Young  Wright  Allen  Hawes,40.4,1.07,107,0.87,87,20,22,9,2,81.8
PHI,15, N.Young  Turner  Wright  T.Young  Hawes,37.6,1.19,119,1,100,19,15,9,4,69.2
PHI,16, Ivey  N.Young  Turner  Allen  Hawes,34.4,1.18,118,0.98,98,20,7,7,7,50
PHI,17, N.Young  Turner  Wright  Allen  Hawes,28.4,0.78,78,1.19,119,-41,24,1,8,11.1
PHI,18, Holiday  Ivey  Wright  T.Young  Allen,28.2,0.96,96,0.78,78,18,9,4,4,50
PHI,19, Holiday  Wilkins  Wright  Allen  Hawes,27.8,1.13,113,1.27,127,-14,8,4,6,40
PHI,20, Holiday  Ivey  Turner  T.Young  Allen,26.2,1.06,106,0.82,82,24,10,4,3,57.1
PHO,1, Dragic  Tucker  Dudley  Scola  Gortat,441.2,0.98,98,1.05,105,-7,48,14,21,40
PHO,2, Dragic  Dudley  Beasley  Scola  Gortat,233.2,0.93,93,1.14,114,-21,96,4,16,20
PHO,3, Dragic  Brown  Dudley  Scola  Gortat,177.7,1.1,110,1.1,110,0,4,7,11,38.8
PHO,4, Dragic  Brown  Beasley  Morris  Gortat,166.6,1.1,110,1.25,125,-15,50,4,13,23.5
PHO,5, Dragic  Tucker  Johnson  Morris  Scola,150.5,1.13,113,1.16,116,-3,16,6,6,50
PHO,6, Dragic  Brown  Dudley  Morris  Gortat,87.2,1.1,110,0.94,94,16,31,10,5,66.6
PHO,7, Telfair  Tucker  Dudley  Scola  O'Neal,75,1.12,112,0.95,95,17,21,5,3,62.5
PHO,8, Marshall  Tucker  Johnson  Morris  Scola,63.2,1.08,108,1.24,124,-16,19,1,6,14.2
PHO,9, Dragic  Brown  Tucker  Scola  Gortat,58.1,1.09,109,1.09,109,0,1,4,5,44.4
PHO,10, Dragic  Johnson  Marcus.Morris  Morris  Scola,56.6,0.92,92,1.11,111,-19,20,0,4,0
PHO,11, Telfair  Brown  Dudley  Scola  Gortat,49.9,1.05,105,1.03,103,2,1,3,5,37.5
PHO,12, Dragic  Tucker  Dudley  Morris  Gortat,49.3,1.13,113,1.18,118,-5,10,10,10,50
PHO,13, Telfair  Brown  Dudley  Morris  Gortat,48.5,1.08,108,0.93,93,15,16,5,5,50
PHO,14, Dragic  Tucker  Dudley  Scola  O'Neal,45.5,1.1,110,1,100,10,5,7,5,58.3
PHO,15, Dragic  Brown  Tucker  Morris  Gortat,44.5,0.78,78,1.12,112,-34,37,2,8,20
PHO,16, Telfair  Brown  Beasley  Morris  O'Neal,42.4,0.9,90,1.26,126,-36,25,3,7,30
PHO,17, Marshall  Brown  Beasley  Morris  O'Neal,41.3,0.91,91,0.89,89,2,3,2,3,40
PHO,18, Dragic  Tucker  Dudley  Morris  Scola,40.7,1.05,105,1.01,101,4,4,5,4,55.5
PHO,19, Telfair  Tucker  Beasley  Morris  O'Neal,37.3,0.99,99,0.74,74,25,18,4,3,57.1
PHO,20, Dragic  Tucker  Dudley  Morris  O'Neal,36.3,0.91,91,0.96,96,-5,3,7,6,53.8
POR,1, Lillard  Matthews  Batum  Aldridge  Hickson,1143.2,1.07,107,1.08,108,-1,29,25,32,43.8
POR,2, Lillard  Batum  Claver  Aldridge  Hickson,142,1.04,104,1.11,111,-7,23,4,7,36.3
POR,3, Lillard  Matthews  Batum  Aldridge  Leonard,118.7,1.19,119,1.1,110,9,24,14,8,63.6
POR,4, Lillard  Matthews  Batum  Babbitt  Aldridge,79.5,1.26,126,0.97,97,29,71,13,5,72.2
POR,5, Lillard  Matthews  Batum  Hickson  Leonard,74.8,1.05,105,1.18,118,-13,21,2,3,40
POR,6, Lillard  Pavlovic  Batum  Aldridge  Hickson,52.8,1.04,104,1.12,112,-8,12,3,7,30
POR,7, Lillard  Barton  Claver  Aldridge  Hickson,52.6,0.94,94,1.03,103,-9,7,3,3,50
POR,8, Smith  Barton  Babbitt  Freeland  Leonard,41.6,0.76,76,0.85,85,-9,8,3,7,30
POR,9, Lillard  Maynor  Batum  Aldridge  Leonard,33.3,1.18,118,0.86,86,32,24,7,2,77.7
POR,10, Lillard  Matthews  Batum  Freeland  Hickson,33,1.34,134,1.14,114,20,13,3,3,50
POR,11, Lillard  Matthews  Claver  Aldridge  Hickson,32.9,1.18,118,1.23,123,-5,2,1,2,33.3
POR,12, Lillard  Matthews  Batum  Aldridge  Jeffries,32.3,0.92,92,1.18,118,-26,13,4,7,36.3
POR,13, Lillard  Barton  Batum  Aldridge  Hickson,31.3,1.3,130,1.08,108,22,12,5,5,50
POR,14, Lillard  Matthews  Batum  Jeffries  Leonard,29.4,0.81,81,1.17,117,-36,15,3,8,27.2
POR,15, Lillard  Barton  Claver  Hickson  Leonard,26.9,0.98,98,1.19,119,-21,12,0,2,0
POR,16, Lillard  Maynor  Batum  Claver  Leonard,25.9,1.17,117,1.2,120,-3,5,3,5,37.5
POR,17, Lillard  Maynor  Batum  Aldridge  Hickson,25.4,1.1,110,1.04,104,6,1,4,4,50
POR,18, Price  Barton  Batum  Aldridge  Leonard,25,1.13,113,0.85,85,28,13,6,3,66.6
POR,19, Lillard  Price  Batum  Aldridge  Hickson,25,0.98,98,1.02,102,-4,3,4,5,44.4
POR,20, Price  Matthews  Batum  Aldridge  Hickson,24.2,1.09,109,1.12,112,-3,8,4,6,40
SAC,1, Thomas  Evans  Salmons  Thompson  Cousins,581.9,1.05,105,1.13,113,-8,96,13,26,33.3
SAC,2, Brooks  Evans  Salmons  Thompson  Cousins,130.4,1.21,121,1.11,111,10,25,7,3,70
SAC,3, Thomas  Thornton  Salmons  Thompson  Cousins,121.8,1.03,103,1.08,108,-5,5,11,13,45.8
SAC,4, Thomas  Garcia  Salmons  Thompson  Cousins,117.7,1.06,106,1.06,106,0,1,4,3,57.1
SAC,5, Thomas  Evans  Johnson  Thompson  Cousins,105,0.9,90,1.04,104,-14,30,3,5,37.5
SAC,6, Brooks  Garcia  Salmons  Thompson  Cousins,90.6,1.15,115,0.98,98,17,33,6,2,75
SAC,7, Thomas  Evans  Salmons  Patterson  Thompson,64.3,1.1,110,1.2,120,-10,14,3,5,37.5
SAC,8, Brooks  Thornton  Salmons  Thompson  Cousins,63.2,1.13,113,1.26,126,-13,13,5,6,45.4
SAC,9, Thomas  Thornton  Evans  Thompson  Cousins,51.8,1.16,116,1.14,114,2,1,9,10,47.3
SAC,10, Brooks  Thornton  Garcia  Robinson  Hayes,48.4,1.03,103,1.14,114,-11,8,3,5,37.5
SAC,11, Thomas  Evans  Salmons  Thompson  Hayes,47.2,1.17,117,0.9,90,27,23,6,3,66.6
SAC,12, Thomas  Evans  Salmons  Robinson  Cousins,42.8,1.06,106,0.94,94,12,10,4,2,66.6
SAC,13, Thomas  Evans  Garcia  Thompson  Cousins,33.7,0.8,80,1.09,109,-29,19,1,3,25
SAC,14, Thomas  Thornton  Evans  Salmons  Cousins,33,1.04,104,1.32,132,-28,20,1,7,12.5
SAC,15, Fredette  Thornton  Johnson  Robinson  Hayes,32.9,1.03,103,1.05,105,-2,2,3,2,60
SAC,16, Thomas  Fredette  Johnson  Robinson  Hayes,30.6,1.19,119,0.86,86,33,21,4,2,66.6
SAC,17, Thomas  Evans  Garcia  Salmons  Cousins,30.4,1.13,113,1.13,113,0,3,2,2,50
SAC,18, Brooks  Thornton  Salmons  Johnson  Thompson,29.9,0.92,92,1.16,116,-24,16,0,2,0
SAC,19, Brooks  Thornton  Evans  Hayes  Cousins,26.2,0.67,67,0.94,94,-27,12,1,3,25
SAC,20, Thornton  Evans  Salmons  Thompson  Cousins,24.6,1.18,118,1.23,123,-5,4,4,4,50
SAS,1, Parker  Green  Leonard  Splitter  Duncan,362.1,1.08,108,0.89,89,19,132,22,5,81.4
SAS,2, Parker  Green  Leonard  Diaw  Duncan,152.9,1.08,108,0.97,97,11,37,13,9,59
SAS,3, Parker  Green  Leonard  Diaw  Splitter,124.4,1.15,115,0.99,99,16,34,7,5,58.3
SAS,4, Parker  Neal  Green  Blair  Duncan,108.2,1,100,1.07,107,-7,14,4,7,36.3
SAS,5, Joseph  Green  Leonard  Splitter  Duncan,89.6,1.08,108,0.95,95,13,25,6,5,54.5
SAS,6, Parker  Neal  Green  Splitter  Duncan,64.4,1.13,113,1.14,114,-1,8,5,7,41.6
SAS,7, Parker  Ginobili  Leonard  Diaw  Duncan,58.5,0.99,99,0.95,95,4,10,6,7,46.1
SAS,8, Parker  Ginobili  Leonard  Splitter  Duncan,55.5,1,100,1.02,102,-2,6,5,8,38.4
SAS,9, Parker  Ginobili  Green  Diaw  Duncan,55.3,1.18,118,0.96,96,22,23,9,7,56.2
SAS,10, Parker  Neal  Green  Diaw  Duncan,51.1,1.32,132,1,100,32,35,7,3,70
SAS,11, DeColo  Green  Leonard  Splitter  Duncan,47.7,0.87,87,0.95,95,-8,9,3,5,37.5
SAS,12, Parker  Green  Jackson  Diaw  Splitter,42.4,1.09,109,1.12,112,-3,0,7,3,70
SAS,13, Parker  Green  Leonard  Bonner  Duncan,39.5,0.99,99,1.01,101,-2,1,5,3,62.5
SAS,14, Parker  Ginobili  Jackson  Diaw  Duncan,37.9,1.23,123,0.99,99,24,21,8,3,72.7
SAS,15, Parker  Green  Leonard  Bonner  Splitter,37.3,1.22,122,1.08,108,14,11,6,4,60
SAS,16, Parker  Ginobili  Green  Leonard  Duncan,36.5,1.08,108,1.28,128,-20,14,3,7,30
SAS,17, Parker  Neal  Ginobili  Diaw  Duncan,35.4,1.13,113,1.11,111,2,1,6,6,50
SAS,18, DeColo  Ginobili  Green  Diaw  Splitter,33,1.12,112,0.99,99,13,9,5,4,55.5
SAS,19, Mills  DeColo  Jackson  Bonner  Blair,30.5,0.98,98,1.02,102,-4,5,2,3,40
SAS,20, Neal  Ginobili  Jackson  Diaw  Splitter,29.3,1.37,137,0.85,85,52,31,7,2,77.7
TOR,1, Lowry  DeRozan  Gay  Johnson  Valanciunas,344.5,1.09,109,0.95,95,14,85,14,10,58.3
TOR,2, Calderon  DeRozan  Fields  Johnson  Davis,126.5,1.13,113,1.06,106,7,18,7,4,63.6
TOR,3, Calderon  DeRozan  Pietrus  Davis  Valanciunas,85.3,1.07,107,0.99,99,8,3,3,5,37.5
TOR,4, Lowry  DeRozan  Gay  Johnson  Gray,79,1.02,102,1.08,108,-6,11,3,5,37.5
TOR,5, Lowry  DeRozan  Anderson  Gay  Johnson,69.4,1.08,108,1.1,110,-2,4,7,8,46.6
TOR,6, Calderon  DeRozan  McGuire  Bargnani  Valanciunas,67.8,1.19,119,1.14,114,5,8,4,2,66.6
TOR,7, Lowry  DeRozan  Fields  Gay  Valanciunas,64.8,1.05,105,0.98,98,7,6,6,6,50
TOR,8, Lowry  DeRozan  McGuire  Bargnani  Valanciunas,60.7,0.97,97,1.1,110,-13,17,1,3,25
TOR,9, Calderon  DeRozan  Anderson  Johnson  Davis,57.9,1.31,131,0.97,97,34,44,12,3,80
TOR,10, Calderon  DeRozan  Pietrus  Johnson  Davis,57.3,0.98,98,1.01,101,-3,8,4,7,36.3
TOR,11, Lowry  DeRozan  Gay  Johnson  Bargnani,54.1,1.14,114,1.08,108,6,12,5,4,55.5
TOR,12, Lowry  DeRozan  Fields  Bargnani  Valanciunas,52.8,1.06,106,1.1,110,-4,3,2,2,50
TOR,13, Calderon  DeRozan  Pietrus  Davis  Gray,48.9,1.04,104,1.15,115,-11,7,3,2,60
TOR,14, Lowry  DeRozan  Gay  Bargnani  Valanciunas,48.5,1.13,113,1.07,107,6,2,3,4,42.8
TOR,15, Lowry  DeRozan  Anderson  Johnson  Davis,47.1,1.2,120,1.01,101,19,19,5,3,62.5
TOR,16, Calderon  DeRozan  Fields  Davis  Gray,44.5,1.21,121,1.02,102,19,16,2,2,50
TOR,17, Lowry  DeRozan  Pietrus  Bargnani  Valanciunas,43.8,1.01,101,1.15,115,-14,14,2,2,50
TOR,18, Calderon  Ross  DeRozan  Johnson  Davis,42.4,0.98,98,1.06,106,-8,4,6,7,46.1
TOR,19, Lowry  DeRozan  Kleiza  Bargnani  Valanciunas,41,1.05,105,1.24,124,-19,14,0,3,0
TOR,20, Lowry  DeRozan  Fields  Anderson  Johnson,38.8,0.99,99,1.03,103,-4,3,7,6,53.8
UTA,1, Tinsley  Foye  Ma.Williams  Millsap  Jefferson,453.9,1.04,104,1.12,112,-8,63,9,15,37.5
UTA,2, Mo.Williams  Foye  Hayward  Millsap  Jefferson,350,1.12,112,1.16,116,-4,24,10,21,32.2
UTA,3, Mo.Williams  Foye  Ma.Williams  Millsap  Jefferson,205.1,1.01,101,1.09,109,-8,33,7,11,38.8
UTA,4, Mo.Williams  Hayward  Ma.Williams  Millsap  Jefferson,191.4,0.97,97,1.05,105,-8,28,7,11,38.8
UTA,5, Watson  Hayward  Carroll  Favors  Kanter,103.1,1,100,1.02,102,-2,8,8,7,53.3
UTA,6, Watson  Burks  Hayward  Favors  Kanter,99.1,0.93,93,1.1,110,-17,31,5,9,35.7
UTA,7, Mo.Williams  Foye  Hayward  Favors  Jefferson,93.1,1.05,105,1.02,102,3,9,10,9,52.6
UTA,8, Mo.Williams  Foye  Carroll  Millsap  Jefferson,85.4,1.09,109,1.09,109,0,2,3,6,33.3
UTA,9, Tinsley  Foye  Carroll  Millsap  Jefferson,61,1.08,108,1.07,107,1,1,4,3,57.1
UTA,10, Watson  Burks  Carroll  Favors  Kanter,52,1.02,102,1.01,101,1,1,4,2,66.6
UTA,11, Tinsley  Hayward  Ma.Williams  Millsap  Jefferson,51.5,1.14,114,0.86,86,28,29,4,4,50
UTA,12, Mo.Williams  Foye  Carroll  Favors  Jefferson,47.4,0.95,95,1.13,113,-18,16,2,5,28.5
UTA,13, Watson  Foye  Ma.Williams  Millsap  Jefferson,46.8,1.01,101,0.92,92,9,9,8,4,66.6
UTA,14, Tinsley  Foye  Ma.Williams  Favors  Jefferson,43.6,1.01,101,1.04,104,-3,5,8,9,47
UTA,15, Tinsley  Foye  Hayward  Millsap  Jefferson,43.2,0.95,95,1.24,124,-29,28,2,6,25
UTA,16, Tinsley  Foye  Carroll  Favors  Kanter,42.2,1.04,104,0.97,97,7,5,3,3,50
UTA,17, Tinsley  Hayward  Carroll  Favors  Kanter,41.9,1.25,125,1,100,25,17,5,3,62.5
UTA,18, Mo.Williams  Foye  Millsap  Favors  Jefferson,38.7,1.06,106,1.16,116,-10,11,2,3,40
UTA,19, Burks  Hayward  Ma.Williams  Favors  Jefferson,38.7,1.09,109,0.93,93,16,15,4,4,50
UTA,20, Mo.Williams  Hayward  Ma.Williams  Favors  Jefferson,37.9,1.03,103,0.92,92,11,8,5,6,45.4
WAS,1, Wall  Temple  Webster  Nene  Okafor,282.8,1.03,103,1.09,109,-6,33,7,13,35
WAS,2, Wall  Beal  Webster  Nene  Okafor,141.8,1.13,113,0.85,85,28,82,13,3,81.2
WAS,3, Price  Beal  Ariza  Booker  Okafor,133.9,0.89,89,1.07,107,-18,44,3,10,23
WAS,4, Price  Beal  Webster  Nene  Okafor,110.7,1.14,114,0.93,93,21,41,7,3,70
WAS,5, Crawford  Beal  Webster  Singleton  Okafor,67.5,0.69,69,1.12,112,-43,59,0,6,0
WAS,6, Wall  Webster  Ariza  Nene  Okafor,64.5,0.88,88,1,100,-12,11,8,5,61.5
WAS,7, Beal  Temple  Webster  Nene  Okafor,63.2,1,100,1.02,102,-2,4,3,3,50
WAS,8, Price  Beal  Ariza  Seraphin  Okafor,50.2,1.05,105,1.13,113,-8,6,2,3,40
WAS,9, Beal  Temple  Webster  Seraphin  Okafor,45.5,0.91,91,0.91,91,0,5,2,3,40
WAS,10, Wall  Crawford  Ariza  Booker  Seraphin,38.8,1.03,103,1.01,101,2,1,1,4,20
WAS,11, Wall  Temple  Singleton  Booker  Okafor,37.1,1.14,114,1.04,104,10,6,1,1,50
WAS,12, Wall  Temple  Webster  Booker  Okafor,36.2,1.16,116,0.99,99,17,13,3,1,75
WAS,13, Price  Crawford  Ariza  Vesely  Okafor,35.8,0.98,98,0.97,97,1,5,2,1,66.6
WAS,14, Wall  Beal  Webster  Booker  Okafor,32.4,1.17,117,1.1,110,7,10,5,1,83.3
WAS,15, Pargo  Crawford  Webster  Vesely  Seraphin,32.1,0.88,88,1.07,107,-19,9,2,3,40
WAS,16, Price  Beal  Ariza  Singleton  Seraphin,31.4,0.88,88,0.86,86,2,0,3,4,42.8
WAS,17, Wall  Temple  Martin  Booker  Seraphin,29.6,0.8,80,1.09,109,-29,17,3,2,60
WAS,18, Wall  Beal  Ariza  Nene  Okafor,28.8,0.98,98,1.05,105,-7,1,3,5,37.5
WAS,19, Wall  Webster  Ariza  Singleton  Nene,28.8,1.29,129,0.97,97,32,15,3,1,75
WAS,20, Price  Crawford  Ariza  Booker  Seraphin,28.2,0.86,86,1.12,112,-26,12,2,4,33.3
